time,lat,lon,Solar_Radiation_Flux,Cloud_Cover_Mean_24h,elevation
2024-03-24,53.6,7.4,8.913006,0.660371,4
2024-11-03,29.8,-7.0,15.956716,0.71196216,540
2024-12-26,58.5,83.7,0.958181125,0.92654717,71
2024-09-04,28.2,-104.7,18.35042,0.43978116,1489
2024-02-23,54.5,26.7,2.5274265,0.8865964,157
2024-06-09,46.4,-69.6,14.156234,0.95929235,407
2024-08-13,22.3,57.1,24.132516,0.043113276,251
2024-01-15,-24.5,116.5,27.21459,0.20371746,400
2024-08-11,34.0,83.4,25.91773,0.612502,5048
2024-03-01,-18.5,-69.7,14.050904,0.89804035,3060
2024-05-01,53.1,57.5,18.354902,0.64729154,511
2024-10-03,4.5,97.4,7.723252,0.9928877,1040
2024-02-15,-3.0,31.3,16.408896,0.862868,1291
2024-10-20,48.3,90.9,11.415223,0.33594328,2610
2024-03-02,56.1,82.4,5.938811,0.73629636,138
2024-03-26,14.9,79.3,25.066904,0.12997471,176
2024-07-28,10.5,4.4,11.343031,0.9023003,171
2024-03-18,73.4,-22.1,6.8367115,0.61467826,412
2024-07-20,-21.3,144.6,18.36191,0.018321592,363
2024-10-28,25.5,87.1,13.934647,0.2943312,37
2024-08-10,-31.7,-69.9,18.973798,0.0063695363,4030
2024-08-09,60.9,49.9,17.469996,0.64149743,143
2024-01-03,54.8,86.4,1.615051625,0.94167197,182
2024-01-06,70.0,-152.7,0.1273029375,0.0,34
2024-04-02,32.3,36.0,22.578884,0.17772272,809
2024-01-08,63.7,-137.1,0.391397375,0.7200143,809
2024-08-22,-44.6,-73.8,7.378671,0.94862396,103
2024-04-17,26.0,87.8,24.998312,0.13061292,46
2024-06-09,50.2,84.9,21.109178,0.821881,1823
2024-07-27,-31.0,-57.5,12.348215,0.539726,66
2024-08-27,16.9,44.7,20.333328,0.45356965,1616
2024-11-26,26.8,-105.6,16.619634,0.25150758,1736
2024-11-28,-27.1,27.5,32.698294,0.015628798,1450
2024-02-19,17.1,23.8,23.922682,0.6677916,819
2024-01-11,-40.4,-67.7,31.539526,0.21209364,707
2024-12-16,43.8,-98.3,7.228037,0.29161957,410
2024-06-04,-51.4,-75.0,2.071664125,0.9889096,144
2024-03-10,52.9,99.3,15.744066,0.327986,2115
2024-06-17,52.5,-90.1,29.092474,0.24555518,296
2024-09-28,-7.1,-44.0,23.842646,0.53303,280
2024-03-08,-2.6,120.8,13.045721,0.9739999,26
2024-12-20,27.0,-112.7,15.665598,0.03519868,636
2024-09-08,66.4,29.4,8.952369,0.47824907,271
2024-02-17,9.5,18.2,23.89926,0.39973512,366
2024-07-02,-22.2,127.4,14.530242,0.28322336,413
2024-11-15,47.9,9.2,5.2374185,0.5886068,649
2024-07-05,19.9,13.6,27.97768,0.0344547,448
2024-03-30,-20.1,148.0,18.27429,0.30245817,62
2024-11-27,25.5,98.4,14.855353,0.51205957,2244
2024-05-18,6.7,42.0,20.20879,0.3258733,432
2024-12-22,50.7,125.2,4.0858975,0.24989742,390
2024-03-29,46.6,128.5,17.835762,0.5710026,439
2024-09-30,-22.6,47.5,23.395922,0.4724412,47
2024-01-19,67.8,149.1,0.253732796875,0.2876815,236
2024-11-06,59.9,142.6,3.85880975,0.32418782,269
2024-12-23,-8.0,-76.3,16.643954,0.9193526,957
2024-06-02,1.5,114.3,16.93203,0.96496665,571
2024-09-16,51.5,-63.4,6.7915245,0.6298021,551
2024-04-17,-1.1,23.9,20.023488,0.7242683,451
2024-10-11,7.8,8.3,19.186036,0.7019764,69
2024-02-28,4.9,40.1,22.15446,0.38757405,1092
2024-05-04,-20.4,-41.4,19.91246,0.03266005,727
2024-12-19,9.8,50.6,21.893564,0.16494249,357
2024-09-29,7.1,19.5,22.397222,0.70355016,481
2024-04-16,-2.9,20.7,18.350286,0.8613576,422
2024-10-25,-9.1,-70.4,20.761984,0.88612974,257
2024-09-01,-15.6,30.5,16.240047,0.34790802,406
2024-12-01,50.1,70.2,2.84980175,0.9504264,345
2024-09-03,8.4,30.6,21.07457,0.5694613,400
2024-01-08,30.2,60.5,14.622273,0.013880628,1433
2024-05-20,-6.4,16.8,21.013898,0.73116994,530
2024-12-27,-11.3,-76.3,23.136096,0.9259717,4530
2024-01-08,0.2,34.2,20.640874,0.5827319,1213
2024-12-17,-1.7,-77.7,13.240194,0.8734753,549
2024-04-03,62.5,26.2,4.885153,0.77300787,113
2024-11-16,8.1,-0.8,20.808376,0.12733603,94
2024-02-08,25.4,-13.5,20.032782,0.3095546,161
2024-03-21,-52.3,-72.7,7.163305,0.86845237,231
2024-07-05,-15.4,-49.2,18.51773,0.015194538,668
2024-03-24,22.2,-101.0,28.192558,0.5855821,1853
2024-03-28,17.9,26.8,27.095256,0.12561423,595
2024-08-29,48.7,15.5,18.531186,0.2723361,453
2024-12-07,67.0,-145.0,0.0,0.8425453,190
2024-04-02,-12.9,-42.4,19.268758,0.82083106,523
2024-03-26,66.6,23.7,11.824006,0.071658604,156
2024-02-13,55.6,28.5,1.22957125,0.9721146,133
2024-05-16,45.2,89.4,27.649448,0.12629908,1184
2024-03-14,59.9,87.5,9.061284,0.9077323,145
2024-02-05,3.8,37.9,21.78593,0.6308731,857
2024-04-10,53.3,-6.5,4.25674,0.97403806,106
2024-06-04,-14.3,-45.6,16.06515,0.90473044,832
2024-09-11,26.1,-112.0,25.359564,0.027972275,360
2024-06-19,40.0,65.1,25.721778,0.20106365,356
2024-08-03,44.4,121.8,6.835555,0.9437673,183
2024-06-18,20.5,17.6,27.530002,0.099061534,2058
2024-09-08,30.1,26.6,24.09807,0.13496222,102
2024-12-25,39.4,99.1,9.235971,0.42191833,1519
2024-11-17,68.5,167.8,0.1428375,0.93822944,281
2024-02-24,-33.6,-61.3,18.915544,0.46713668,96
2024-03-31,3.6,19.8,19.77721,0.6475706,392
2024-10-04,73.8,-49.7,2.68376625,0.95180285,2335
2024-04-10,-3.5,10.8,20.204864,0.7563678,62
2024-06-03,77.9,-60.4,26.660204,0.9765734,1993
2024-12-14,9.2,35.2,21.526714,0.082474306,1519
2024-12-29,-17.7,139.9,25.062034,0.5050196,2
2024-05-20,5.0,96.5,11.670777,0.9696178,243
2024-06-21,-8.5,23.0,19.848544,0.17524423,977
2024-01-10,-19.1,30.7,19.831962,0.927,1363
2024-08-15,19.2,1.6,19.155438,0.7366367,579
2024-09-21,15.2,-89.3,17.606386,0.9051241,469
2024-09-04,27.2,69.7,15.65212,0.6503146,68
2024-09-03,-45.8,-69.0,13.537124,0.23231252,348
2024-06-03,-19.4,30.2,17.605102,0.014033606,1382
2024-02-03,-19.0,-56.8,22.469472,0.61902034,98
2024-05-08,68.4,111.0,15.220769,0.87000936,367
2024-06-08,62.8,-160.4,17.683184,0.8354642,94
2024-03-29,21.9,108.9,16.171757,0.47710857,54
2024-04-02,-13.1,-41.2,18.275286,0.87657213,634
2024-11-22,35.0,-87.7,12.333801,0.10636267,252
2024-08-28,65.5,156.8,3.132921,0.89725304,353
2024-11-18,44.2,113.4,8.671476,0.018279403,1031
2024-04-26,67.2,-114.6,19.681782,0.9313899,490
2024-04-03,30.6,9.7,25.24236,0.5264232,328
2024-06-11,69.2,-102.8,11.145614,0.86662275,38
2024-04-08,46.5,-91.3,6.509411,0.9495587,361
2024-04-22,3.9,31.4,24.500562,0.4178366,789
2024-12-24,34.1,68.5,13.012358,0.0,2483
2024-03-31,49.0,63.3,19.745812,0.13879213,106
2024-12-11,24.9,25.1,16.996352,0.1428068,523
2024-07-24,-0.2,-55.6,16.84467,0.8271551,335
2024-01-17,76.8,-54.0,0.06128221875,0.24869795,2218
2024-09-30,19.2,53.9,22.821426,0.048220646,172
2024-06-21,4.5,19.5,20.940026,0.8436786,619
2024-04-25,1.5,117.9,14.069,0.92413986,244
2024-12-14,-23.1,128.1,19.572752,0.87882525,446
2024-06-29,8.8,78.1,24.122812,0.21455131,19
2024-03-31,-46.9,-73.1,14.277164,0.6941069,1058
2024-03-22,25.0,4.5,25.072728,0.00942347,905
2024-11-19,18.9,30.5,19.780558,0.020655014,231
2024-04-23,32.5,104.3,14.242967,0.9527416,2464
2024-09-13,61.9,-151.8,10.599171,0.4612508,337
2024-02-27,30.1,15.7,20.20516,0.084093064,192
2024-06-02,-16.5,-70.3,22.071694,0.13521105,4541
2024-12-30,0.0,114.1,18.862978,0.821099,444
2024-04-25,35.7,98.0,29.442228,0.51477045,3860
2024-12-08,-25.3,30.1,26.709638,0.5728143,2020
2024-09-22,45.5,-75.6,14.601964,0.71369797,121
2024-11-10,-34.0,119.3,20.96874,0.51909757,178
2024-07-21,-22.7,142.4,17.55903,0.006169792,178
2024-02-10,26.8,74.7,18.93242,0.00011443648,457
2024-04-14,-16.4,-73.0,20.34332,0.7694911,620
2024-07-11,6.0,20.7,18.913448,0.9096754,566
2024-10-04,16.4,106.0,17.894006,0.39527828,260
2024-12-19,70.2,72.4,0.228890484375,0.9547837,3
2024-08-24,-26.5,-55.5,16.728611,0.34751785,357
2024-08-08,41.2,14.8,23.043946,0.1922318,304
2024-03-08,35.1,42.7,19.8825,0.0671854,196
2024-07-15,26.5,-97.5,21.042892,0.81255376,4
2024-09-12,41.8,82.3,19.565116,0.11774606,1224
2024-05-18,52.0,14.3,16.871966,0.60574424,66
2024-11-07,40.0,-97.4,11.124855,0.42826578,457
2024-05-28,-12.8,-51.9,18.247422,0.60474664,372
2024-04-08,17.8,44.7,24.464906,0.38484845,1110
2024-03-16,57.6,-66.9,10.571648,0.9281152,218
2024-10-08,3.4,-69.6,21.210532,0.8458482,177
2024-04-18,41.3,108.5,17.95551,0.8659303,1107
2024-07-06,21.7,-102.6,25.506804,0.39013726,1922
2024-07-17,-23.7,117.8,16.989956,0.00727303,312
2024-10-29,70.1,158.1,0.7113351875,0.9485159,17
2024-11-22,24.7,70.5,16.92306,0.0,65
2024-06-02,65.8,167.9,23.51434,0.33756867,671
2024-02-09,1.0,10.8,17.3193,0.82860875,611
2024-05-12,15.2,21.8,28.500138,0.047489703,910
2024-05-11,31.8,22.2,24.301234,0.2338319,157
2024-10-05,34.6,92.5,17.892164,0.7229631,4707
2024-12-27,31.4,65.7,13.660939,0.008724102,974
2024-03-24,39.2,106.6,14.461672,0.84325886,1597
2024-08-29,11.4,-3.9,18.433124,0.4585606,340
2024-04-25,20.1,95.4,24.404904,0.07720911,115
2024-04-18,42.4,-86.2,13.712734,0.87469095,196
2024-08-08,58.7,96.5,11.974226,0.7780279,310
2024-02-10,36.7,-80.8,6.703957,0.9662373,814
2024-05-26,75.3,-116.2,20.110258,0.5906306,349
2024-04-21,52.2,-56.8,9.453015,0.8510888,370
2024-04-12,56.8,-114.6,16.006162,0.7729943,692
2024-02-15,0.5,122.2,19.52463,0.31376275,330
2024-11-19,14.9,-91.0,15.590988,0.90281105,1673
2024-09-27,-38.2,-67.1,22.050696,0.61647546,282
2024-07-13,-19.2,-66.3,20.82865,0.1363288,4171
2024-10-06,59.0,-122.4,9.130007,0.61873317,358
2024-10-09,-6.0,-74.1,19.239606,0.90907884,124
2024-02-09,36.5,75.4,18.47406,0.0,5079
2024-07-07,36.4,90.8,24.168358,0.8219964,4890
2024-06-12,25.8,-5.2,28.18025,0.08468135,381
2024-01-24,19.5,25.5,20.242166,0.0631257,579
2024-01-24,14.4,33.1,21.739914,0.04909796,404
2024-01-04,-30.9,-53.3,20.07513,0.52207154,201
2024-11-18,49.9,107.8,6.393486,0.15126055,837
2024-10-16,79.7,-37.4,0.066674171875,0.65080863,2120
2024-06-29,67.3,164.2,12.469519,0.864149,343
2024-09-04,24.0,0.8,19.734018,0.4729353,345
2024-04-25,-3.8,-40.8,19.424714,0.84351695,170
2024-10-05,0.5,-53.2,23.620882,0.49064285,235
2024-12-30,0.5,121.7,20.554108,0.7595438,162
2024-03-09,58.3,7.4,4.0057665,0.81313115,303
2024-12-16,18.3,14.1,19.123532,0.6795476,481
2024-09-10,48.2,45.8,13.800093,0.794575,10
2024-06-29,17.3,-10.3,26.205316,0.25253975,229
2024-11-13,62.8,-158.0,1.2697095,0.75135314,38
2024-06-17,45.7,121.1,27.723516,0.3901475,698
2024-11-08,72.6,107.0,0.0,0.9145509,69
2024-09-05,55.9,23.3,16.937294,0.07635295,117
2024-07-06,25.6,117.8,20.491456,0.36691287,824
2024-02-23,20.0,41.6,21.169204,0.020587245,1974
2024-11-21,10.1,-8.7,21.36865,0.05092646,410
2024-12-22,31.8,84.4,14.874636,0.16969441,4975
2024-11-08,4.5,41.2,20.596566,0.4367066,847
2024-05-17,62.9,-156.9,15.861071,0.9256607,706
2024-06-16,21.8,18.7,28.221084,0.107851446,1248
2024-04-12,57.5,161.4,20.984784,0.20002708,254
2024-03-25,-17.4,129.3,15.196354,0.7740947,264
2024-11-12,33.4,-5.3,13.21205,0.21390465,1174
2024-07-30,1.1,28.6,19.228724,0.8826277,762
2024-01-03,20.8,74.1,14.825999,0.23597547,770
2024-06-27,-29.1,140.9,13.052654,0.009337447,110
2024-12-07,-20.3,130.5,27.135152,0.45911473,383
2024-10-29,22.9,20.0,20.663144,0.0024856757,604
2024-11-27,12.6,-83.7,15.763107,0.8719095,4
2024-02-07,43.7,115.7,11.319708,0.5732867,1184
2024-08-26,65.1,-122.0,10.632384,0.93195295,157
2024-06-17,55.3,118.8,22.646188,0.6774761,988
2024-12-08,-1.4,-75.8,17.480682,0.7030897,215
2024-11-09,-1.4,14.5,12.755486,0.939815,522
2024-11-01,30.7,27.9,15.034793,0.18035261,160
2024-01-30,38.0,-5.1,12.358,0.03648375,628
2024-07-08,8.7,20.0,21.918418,0.57871807,566
2024-12-22,-21.6,17.7,19.616038,0.89858544,1577
2024-01-25,-6.7,-47.7,7.21479,0.9578036,261
2024-04-21,46.6,13.0,20.962872,0.7752918,1321
2024-07-24,36.3,-106.8,27.435042,0.19662058,2332
2024-07-03,32.7,59.6,26.18945,0.33112642,1928
2024-02-16,1.2,34.6,23.4838,0.38273963,3532
2024-08-15,26.9,-7.9,26.476786,0.03919715,370
2024-02-08,24.9,-7.4,20.082656,0.07630019,367
2024-01-16,61.7,66.9,1.24021,0.5009369,34
2024-01-22,-6.7,-78.5,13.352383,0.8397499,3243
2024-07-31,21.3,56.8,16.868978,0.86435705,115
2024-11-05,25.4,67.7,18.139202,0.0,225
2024-05-28,-4.4,104.0,18.904188,0.37051865,268
2024-08-28,-5.0,37.1,14.888289,0.73461235,1064
2024-09-28,35.8,-116.2,20.97123,0.001068237,514
2024-02-28,72.3,100.7,1.894807625,0.7326868,66
2024-10-13,-20.1,-54.6,22.253838,0.7432251,392
2024-07-20,-17.5,137.2,19.693042,0.10699692,285
2024-02-01,21.7,23.5,20.91905,0.019584607,559
2024-06-10,-21.3,117.7,16.71086,0.014060101,194
2024-09-11,-5.2,-69.1,21.171658,0.285401,120
2024-09-10,59.4,151.6,8.375724,0.95239645,4
2024-01-09,38.0,-105.6,11.584666,0.16475019,3084
2024-05-18,52.8,-66.3,9.22726,0.97484124,540
2024-01-10,80.5,94.1,0.1011933828125,0.9865451,636
2024-08-01,13.2,39.1,12.480393,0.8071793,1719
2024-09-29,-0.1,20.5,20.199392,0.65973765,365
2024-11-19,29.8,1.1,13.216039,0.57197064,378
2024-02-17,50.0,-99.0,10.56656,0.24704291,291
2024-04-20,50.3,-86.3,19.889084,0.876241,299
2024-06-01,-1.1,-79.2,12.844871,0.8426231,903
2024-05-02,57.5,-156.3,12.564168,0.98042715,286
2024-12-22,34.2,-86.1,11.766864,0.023832176,309
2024-04-11,48.2,-116.5,19.772262,0.96129024,764
2024-08-28,53.9,56.4,19.168966,0.16505665,164
2024-11-16,12.2,28.1,22.031336,0.088742435,498
2024-07-09,7.6,-69.8,13.165301,0.92137015,95
2024-08-04,37.0,-89.0,25.798676,0.023024319,124
2024-02-20,35.8,106.5,4.293251,0.9740805,1629
2024-10-18,-25.6,-62.0,7.0401745,0.87283593,176
2024-03-21,45.4,63.2,4.964075,0.7883064,88
2024-03-28,-15.7,142.7,16.567235,0.9355945,56
2024-07-12,47.0,96.1,23.091362,0.69732356,1502
2024-04-13,42.5,14.1,23.627534,0.06728341,109
2024-09-27,38.1,-85.1,2.8246365,0.95166606,248
2024-04-05,72.7,-81.6,8.834246,0.956871,570
2024-07-16,59.4,-107.9,23.711544,0.37019166,243
2024-01-01,30.6,28.6,12.270271,0.1960095,140
2024-06-15,-10.4,-62.9,18.100988,0.12701394,231
2024-05-05,30.6,34.6,28.710132,0.15813114,807
2024-11-08,0.6,-61.7,19.610114,0.7277015,45
2024-03-21,-26.8,-60.9,11.628027,0.805855,109
2024-09-07,20.2,-14.7,25.216806,0.28730556,133
2024-06-17,-17.3,-42.8,15.206727,0.332802,659
2024-03-13,42.7,111.1,18.809748,0.019330885,995
2024-05-20,26.4,2.5,26.738214,0.6168744,236
2024-03-10,31.7,103.3,21.475484,0.55296123,3515
2024-09-18,-6.9,14.3,16.62935,0.56822747,560
2024-12-05,28.4,54.7,14.897241,0.0067964434,1163
2024-11-03,67.3,75.9,0.415576625,0.9828433,23
2024-09-01,68.8,-34.0,8.204309,0.93889153,1774
2024-01-03,-13.0,-66.7,17.653842,0.9667024,166
2024-12-02,6.3,15.3,20.071958,0.41935936,1088
2024-03-03,50.9,47.3,8.211811,0.9010737,78
2024-02-18,41.2,32.9,4.9499025,0.92375946,628
2024-03-16,37.6,34.3,19.393134,0.3522955,1332
2024-06-23,36.4,103.3,25.581182,0.6648556,2031
2024-04-18,49.8,106.4,23.78127,0.030239237,753
2024-07-01,2.4,112.3,8.435274,0.9663729,73
2024-07-10,1.6,-62.1,17.62614,0.7263997,490
2024-03-05,51.3,-72.0,1.911622875,0.93132454,586
2024-12-02,0.6,-67.0,19.139082,0.67187816,110
2024-09-27,-1.1,115.0,14.555312,0.8986438,76
2024-04-09,60.5,-163.2,14.737353,0.694691,13
2024-02-01,9.3,7.7,21.277274,0.25993207,581
2024-12-17,49.3,46.9,3.2470745,0.7637564,23
2024-05-07,-21.2,136.3,19.236374,0.5242504,276
2024-12-04,71.7,121.2,0.0,0.0,85
2024-02-12,60.7,121.2,4.780437,0.7271754,240
2024-03-18,37.6,-119.0,23.682118,0.1165053,3042
2024-11-09,36.0,-83.6,11.553094,0.801749,347
2024-10-15,4.7,97.6,11.492193,0.9806115,136
2024-09-26,2.6,27.8,19.881526,0.8128076,778
2024-06-10,33.7,116.0,23.123818,0.6510051,34
2024-07-07,62.2,95.5,25.873618,0.29516867,608
2024-09-03,51.8,26.1,18.923846,0.038124233,144
2024-08-03,-22.7,140.3,18.54304,0.015208272,201
2024-11-10,53.9,115.9,6.087053,0.1318896,905
2024-12-04,-4.2,-73.8,20.64315,0.8842084,146
2024-06-16,55.2,108.3,28.26066,0.4871104,836
2024-12-04,30.5,57.9,13.832904,0.010752003,301
2024-07-11,45.6,-70.4,8.958646,0.9348337,450
2024-10-09,19.4,56.2,21.661142,0.21657501,161
2024-12-01,42.9,-76.0,6.2125715,0.7340952,344
2024-01-13,-14.7,-68.5,17.94008,0.9076219,1559
2024-08-27,31.0,64.4,25.630756,0.0,913
2024-11-15,36.4,-114.2,12.866504,0.29432744,755
2024-05-26,25.0,106.7,18.821476,0.7324962,650
2024-07-22,21.8,53.5,24.260374,0.77097803,113
2024-03-20,26.0,96.4,16.653401,0.41482317,593
2024-02-12,39.0,92.0,15.724402,0.5521358,3187
2024-03-29,25.7,67.6,25.429922,0.014411534,323
2024-05-27,31.2,-89.7,22.077954,0.4441645,85
2024-04-04,-9.1,-70.2,12.127732,0.72280866,237
2024-05-30,49.7,37.7,18.210776,0.6793371,99
2024-01-02,-0.1,37.7,21.098516,0.42306277,1386
2024-01-22,5.9,-9.6,18.202818,0.41096696,110
2024-11-08,45.1,2.5,9.084232,0.62145174,1011
2024-11-23,9.7,48.4,24.354572,0.60003465,903
2024-01-07,36.7,-3.8,10.158977,0.31175274,5
2024-07-24,25.3,74.5,10.829579,0.98113334,437
2024-04-23,32.6,72.2,23.47159,0.32533538,868
2024-09-28,-15.6,23.4,25.510968,0.42466748,1072
2024-03-23,-3.8,139.4,18.227944,0.8511774,673
2024-06-27,39.1,105.6,26.54528,0.94845587,1372
2024-07-28,46.4,-103.6,20.756396,0.41164416,859
2024-11-23,-12.9,133.1,22.207598,0.6854524,318
2024-05-03,51.4,30.8,24.061162,0.17115669,140
2024-04-22,45.5,7.3,16.975246,0.9218343,2752
2024-01-12,58.7,32.6,1.04835575,0.6789973,81
2024-05-05,-33.3,136.1,14.631401,0.04249354,141
2024-02-22,3.6,-64.3,22.431128,0.63056874,708
2024-11-26,-15.4,-57.5,21.75881,0.4627591,173
2024-10-09,7.9,15.4,13.702502,0.8168496,559
2024-05-19,23.9,1.1,21.272316,0.64514923,359
2024-04-06,8.0,13.9,22.436834,0.7695294,463
2024-01-05,-25.3,20.6,28.435692,0.22315001,991
2024-02-26,-0.4,-68.4,13.601606,0.9505852,109
2024-11-29,41.0,-74.6,7.1510865,0.2829324,312
2024-03-09,48.6,113.1,15.166246,0.2521614,887
2024-04-27,26.0,84.4,24.284724,0.73380554,62
2024-02-28,-25.8,-63.4,20.512848,0.7685677,259
2024-02-02,40.7,-98.0,9.747977,0.50780994,531
2024-11-13,38.4,-111.7,13.123665,0.24933767,2403
2024-02-19,53.3,111.5,10.237229,0.0,1151
2024-01-19,64.9,-78.0,0.4711975625,0.8247071,58
2024-08-01,36.3,-112.0,25.781516,0.6973101,1839
2024-07-15,59.4,79.0,22.436608,0.47591767,81
2024-02-16,-9.2,14.3,18.03331,0.7574555,229
2024-06-15,54.9,130.3,26.276374,0.41505247,664
2024-10-15,62.9,-158.9,6.0379135,0.09978051,47
2024-05-20,49.2,-70.9,26.20449,0.75886285,531
2024-03-24,51.0,100.8,19.085222,0.42859578,1855
2024-06-30,-12.9,29.5,14.315781,0.48070163,1290
2024-03-19,-10.3,-59.1,20.950798,0.80943674,285
2024-08-02,53.2,45.8,16.554158,0.73880786,235
2024-01-14,58.2,66.4,2.39452225,0.77644795,63
2024-08-02,19.8,-0.7,24.531156,0.44705474,343
2024-05-07,-28.1,-52.3,16.598358,0.43008763,692
2024-11-05,30.3,77.9,12.025285,0.22769198,618
2024-09-04,43.0,87.3,24.57453,0.06080142,3374
2024-01-29,-33.0,21.1,31.764206,0.69329053,1050
2024-10-06,14.4,-13.0,21.660418,0.50118023,79
2024-12-03,11.2,18.6,21.872766,0.09410472,551
2024-11-14,33.7,-1.6,13.757223,0.26914957,1032
2024-07-20,69.9,140.8,17.75461,0.5292768,430
2024-12-26,-35.3,-66.0,32.40427,0.013356529,367
2024-02-26,-23.8,-70.1,25.334328,0.75603235,969
2024-08-05,31.3,91.9,23.451162,0.679867,4641
2024-03-02,8.6,30.6,22.741408,0.4661833,401
2024-06-05,43.7,-93.0,22.91426,0.23177461,374
2024-07-20,57.0,-121.6,22.753146,0.25130194,841
2024-01-17,-29.7,129.0,29.986634,0.09193779,203
2024-11-17,45.5,39.5,6.024728,0.3256142,51
2024-01-06,22.0,31.3,17.336568,0.0042903763,194
2024-02-27,-2.7,-49.2,10.410324,0.9543668,34
2024-11-20,46.6,-69.5,2.4749235,0.9432773,374
2024-11-13,69.6,100.1,0.06510525,0.9050166,622
2024-06-17,4.5,117.6,16.537379,0.9116171,196
2024-03-22,7.6,18.9,23.290734,0.60352653,420
2024-08-06,-19.4,-42.3,18.352838,0.20300087,441
2024-06-25,25.9,-6.6,28.81657,0.012230283,405
2024-07-22,54.0,131.9,7.39518,0.781251,255
2024-03-11,5.7,-65.5,21.698034,0.6178291,962
2024-09-22,-14.9,35.9,17.648604,0.42463496,662
2024-04-07,50.9,99.6,20.125258,0.44933692,1686
2024-12-10,29.0,16.7,12.548637,0.79713285,308
2024-10-17,53.6,-64.7,7.0386595,0.6775892,480
2024-07-26,57.8,71.8,13.026979,0.87387943,105
2024-01-02,42.2,-92.9,7.830692,0.6394229,305
2024-05-03,59.1,-122.9,22.046402,0.52532566,423
2024-10-06,-5.0,-42.6,24.350568,0.23256192,168
2024-03-14,29.4,41.9,19.043506,0.7114668,596
2024-06-14,42.2,23.6,20.177654,0.48600206,2137
2024-01-22,16.5,105.8,18.06803,0.5992916,206
2024-06-02,58.9,-95.3,7.059902,0.95911294,73
2024-10-21,-14.4,-41.2,16.25714,0.9221426,489
2024-08-06,6.3,2.4,20.580228,0.7400368,3
2024-06-05,30.9,-98.0,19.339388,0.63940483,302
2024-08-17,43.7,85.5,22.25558,0.38146138,3606
2024-01-20,31.5,53.4,14.580834,0.47099304,1643
2024-02-10,63.1,-136.6,3.48300725,0.4904364,717
2024-05-27,-10.2,-60.1,18.371878,0.501764,207
2024-04-17,51.4,-108.5,14.093995,0.944394,660
2024-03-24,12.2,1.5,21.706622,0.7090668,272
2024-11-17,32.8,87.6,15.152495,0.35344216,5126
2024-11-04,45.7,-89.7,1.3462285,0.9629152,476
2024-10-16,-35.7,-71.8,23.660048,0.32482105,136
2024-11-18,66.4,-40.8,0.6485866875,0.022701591,2012
2024-05-13,18.9,80.1,20.390676,0.45983893,210
2024-07-25,61.0,-161.5,20.575248,0.6138295,12
2024-10-09,72.2,-47.0,2.633221,0.74253035,2575
2024-09-22,-26.8,133.9,22.944984,0.58779526,291
2024-03-13,56.6,120.3,8.91906,0.5228508,1128
2024-12-17,-12.6,132.8,21.472286,0.9560227,25
2024-02-17,40.9,24.2,10.324052,0.81891847,333
2024-11-21,51.3,-70.5,1.172423,0.9107379,810
2024-08-20,-17.3,31.1,22.324968,0.010943156,1142
2024-04-09,28.6,84.3,28.445212,0.6209973,3769
2024-02-28,-32.2,137.7,24.750812,0.15148611,39
2024-09-14,5.1,-68.5,23.016152,0.8006582,101
2024-03-05,38.0,31.5,13.535811,0.62560856,1616
2024-03-23,31.1,-98.7,15.920581,0.77203155,465
2024-06-02,-4.2,-43.7,17.44023,0.42404264,109
2024-09-22,-17.1,-57.0,21.14964,0.21592715,113
2024-11-04,54.1,-67.6,3.43510775,0.885039,630
2024-03-19,34.7,54.6,17.818094,0.8640742,729
2024-11-10,5.3,45.4,20.061964,0.48043683,457
2024-05-29,5.3,16.2,22.724094,0.4124179,821
2024-02-17,40.4,-116.0,13.764815,0.8148148,2089
2024-09-04,31.2,24.1,23.154894,0.046252973,174
2024-10-04,47.7,62.2,13.451085,0.20457432,78
2024-12-21,37.7,67.3,9.420571,0.68956286,410
2024-04-07,26.7,83.2,25.73375,0.105338216,80
2024-01-25,52.0,55.9,4.680818,0.88016146,169
2024-10-10,-18.4,-60.7,17.778614,0.7526543,335
2024-10-27,47.2,58.7,6.425408,0.57530206,147
2024-03-08,61.3,-160.9,7.5935425,0.730121,13
2024-01-07,37.7,-0.8,10.166176,0.3585324,11
2024-10-31,68.5,159.6,1.123567875,0.6327288,22
2024-05-16,-31.7,18.8,13.814065,0.3816858,342
2024-06-12,66.5,-37.1,16.021409,0.95899415,1813
2024-03-23,69.2,120.1,8.561419,0.658011,280
2024-05-17,25.1,25.8,29.205376,0.007414669,469
2024-03-13,44.2,116.7,18.723852,0.0008489842,1287
2024-08-24,61.9,26.5,10.913241,0.66039705,111
2024-02-15,27.0,38.6,19.733252,0.06715152,1021
2024-04-15,19.9,6.3,27.627274,0.28698,435
2024-10-14,21.2,-14.2,21.319356,0.2614418,197
2024-09-18,45.4,86.1,16.278947,0.10684555,309
2024-06-24,31.1,69.1,28.08294,0.08035499,1691
2024-06-14,37.6,63.5,28.24918,0.008964447,251
2024-05-24,72.2,-109.0,16.282521,0.9179989,78
2024-11-25,-10.4,-58.3,13.884279,0.6772151,228
2024-10-09,51.1,59.7,9.500979,0.9040803,323
2024-02-23,3.2,113.9,18.939586,0.6594888,451
2024-06-26,36.6,57.9,27.779776,0.20556897,1183
