points_x,Solar_Radiation_Flux,crs_x,lat,lon,time,points_y,Cloud_Cover_Mean_24h,crs_y,elevation
8250,22689510.0,1,13.200000000004366,13.099999999989024,2024-10-26,8250,0.4640528,1,298
8251,16165480.0,1,-23.199999999993565,29.299999999988103,2024-06-11,8251,0.019869316,1,961
8252,20953292.0,1,2.1000000000049965,31.599999999987972,2024-11-06,8252,0.7280305,1,678
8253,26693458.0,1,54.200000000002035,-76.50000000000588,2024-05-09,8253,0.20180784,1,197
8254,24933872.0,1,23.30000000000379,47.399999999987074,2024-09-02,8254,0.0906395,1,566
8255,2141538.2,1,66.20000000000135,-174.20000000000033,2024-10-23,8255,0.67158496,1,28
8256,13871184.0,1,65.80000000000138,86.89999999998486,2024-06-20,8256,0.8671428,1,22
8257,11878535.0,1,36.30000000000305,-93.00000000000495,2024-03-04,8257,0.76724625,1,341
8258,9026850.0,1,47.20000000000243,122.89999999998281,2024-01-31,8258,0.029742872,1,216
8259,12640743.0,1,12.500000000004405,-85.30000000000538,2024-02-16,8259,0.7780782,1,330
8260,19263166.0,1,-3.9999999999946567,-51.80000000000729,2024-05-09,8260,0.46611288,1,169
8261,30791.342,1,66.40000000000134,52.69999999998677,2024-12-17,8261,0.58457315,1,22
8262,797327.4,1,61.10000000000164,66.49999999998599,2024-11-28,8262,0.71840304,1,77
8263,16532831.0,1,42.70000000000269,124.8999999999827,2024-04-19,8263,0.8914749,1,350
8264,21913392.0,1,-6.599999999994509,-66.70000000000644,2024-03-09,8264,0.90025586,1,109
8265,17182610.0,1,39.10000000000289,79.39999999998525,2024-02-27,8265,0.20134285,1,1154
8266,24337428.0,1,36.70000000000303,110.49999999998352,2024-04-15,8266,0.29716375,1,965
8267,6758691.0,1,56.00000000000193,161.1999999999806,2024-10-26,8267,0.5776123,1,51
8268,17149612.0,1,-27.599999999993315,143.19999999998163,2024-11-25,8268,0.80976236,1,160
8269,22726906.0,1,29.10000000000346,-110.70000000000394,2024-09-12,8269,0.07973103,1,345
8270,20739356.0,1,6.600000000004741,35.399999999987756,2024-11-07,8270,0.19934009,1,1402
8271,21066074.0,1,19.900000000003985,-71.0000000000062,2024-06-19,8271,0.8363057,1,15
8272,24904314.0,1,63.500000000001506,114.09999999998331,2024-06-10,8272,0.32498264,1,360
8273,2889255.8,1,51.10000000000221,71.79999999998569,2024-10-12,8273,0.87039816,1,367
8274,23934408.0,1,25.700000000003655,19.599999999988654,2024-03-11,8274,0.020264402,1,323
8275,16735593.0,1,30.90000000000336,77.69999999998538,2024-09-11,8275,0.6502125,1,1789
8276,8418808.0,1,56.40000000000191,87.49999999998477,2024-02-24,8276,0.6644923,1,127
8277,18308370.0,1,6.900000000004724,31.399999999987983,2024-11-18,8277,0.6054674,1,418
8278,13377970.0,1,22.10000000000386,77.2999999999854,2024-01-03,8278,0.37234485,1,528
8279,19839598.0,1,8.90000000000461,35.19999999998777,2024-01-26,8279,0.44644272,1,1568
8280,5007155.5,1,17.200000000004138,97.29999999998427,2024-11-08,8280,0.9243469,1,58
8281,25705060.0,1,47.8000000000024,-98.40000000000464,2024-05-05,8281,0.6601545,1,442
8282,19971132.0,1,34.60000000000315,64.39999999998611,2024-02-22,8282,0.3058248,1,2997
8283,27233870.0,1,38.40000000000293,44.99999999998721,2024-07-16,8283,0.10939672,1,1305
8284,11319011.0,1,44.60000000000258,125.39999999998264,2024-10-25,8284,0.22988367,1,163
8285,26734280.0,1,73.00000000000097,-79.40000000000572,2024-07-06,8285,0.39138073,1,410
8286,25717742.0,1,44.40000000000259,40.89999999998744,2024-07-04,8286,0.10834492,1,535
8287,3392678.0,1,62.70000000000155,146.29999999998142,2024-10-31,8287,0.7311176,1,1046
8288,21885408.0,1,0.30000000000509885,-60.20000000000681,2024-10-24,8288,0.4466595,1,173
8289,8485865.0,1,-6.499999999994515,145.79999999998148,2024-07-22,8289,0.93068886,1,2004
8290,4686551.0,1,40.8000000000028,-82.70000000000553,2024-01-11,8290,0.70927453,1,360
8291,20501664.0,1,9.300000000004587,-1.0231815394945443e-11,2024-12-24,8291,0.38478962,1,161
8292,3418404.5,1,52.100000000002154,46.59999999998712,2024-12-19,8292,0.51900256,1,65
8293,17002448.0,1,38.60000000000292,-85.70000000000536,2024-05-25,8293,0.5280644,1,195
8294,21916498.0,1,8.000000000004661,-60.50000000000679,2024-03-25,8294,0.75600874,1,55
8295,21931472.0,1,4.200000000004877,23.19999999998845,2024-04-09,8295,0.4549232,1,530
8296,12082170.0,1,58.70000000000178,-106.90000000000416,2024-04-13,8296,0.80784947,1,446
8297,18976108.0,1,5.800000000004786,-60.20000000000681,2024-02-15,8297,0.77080035,1,887
8298,20896222.0,1,23.800000000003763,4.399999999989518,2024-02-13,8298,0.0054221903,1,802
8299,9734348.0,1,38.40000000000293,48.699999999987,2024-10-04,8299,0.6795718,1,544
8300,28330378.0,1,54.10000000000204,-110.90000000000393,2024-06-29,8300,0.10312291,1,614
8301,20143826.0,1,51.200000000002206,31.599999999987972,2024-07-05,8301,0.49987045,1,120
8302,11262045.0,1,1.5000000000050306,-51.70000000000729,2024-04-23,8302,0.9232101,1,156
8303,21576794.0,1,8.700000000004621,-64.90000000000654,2024-09-11,8303,0.81008,1,183
8304,23464534.0,1,-16.699999999993935,29.399999999988097,2024-01-30,8304,0.25849426,1,1105
8305,13902552.0,1,-48.49999999999213,-67.60000000000639,2024-09-20,8305,0.46999922,1,139
8306,11561238.0,1,76.40000000000077,-98.80000000000462,2024-04-07,8306,0.8084137,1,92
8307,892774.2,1,66.10000000000136,88.89999999998474,2024-11-08,8307,0.9430036,1,114
8308,25997118.0,1,-23.899999999993526,123.99999999998272,2024-11-24,8308,0.37052792,1,425
8309,24553802.0,1,13.30000000000436,43.59999999998729,2024-04-24,8309,0.34345642,1,271
8310,19139806.0,1,30.500000000003382,117.49999999998306,2024-10-02,8310,0.33803993,1,164
8311,13299676.0,1,41.900000000002734,93.49999999998442,2024-10-07,8311,0.7069189,1,951
8312,23592804.0,1,-4.899999999994606,-43.70000000000775,2024-10-01,8312,0.81827277,1,118
8313,2063922.5,1,77.30000000000072,-116.7000000000036,2024-09-17,8313,0.9618952,1,18
8314,7059321.0,1,43.800000000002626,0.7999999999897227,2024-11-26,8314,0.74518174,1,160
8315,18183786.0,1,78.80000000000064,104.79999999998381,2024-07-25,8315,0.42048517,1,109
8316,12446277.0,1,-7.999999999994429,-65.10000000000653,2024-11-23,8316,0.7972497,1,101
8317,27828864.0,1,30.70000000000337,85.79999999998489,2024-07-29,8317,0.2433991,1,4841
8318,5267794.5,1,49.00000000000233,105.99999999998374,2024-08-02,8318,0.9628573,1,899
8319,25043556.0,1,4.900000000004837,40.79999999998745,2024-02-09,8319,0.14259264,1,1086
8320,9258003.0,1,34.80000000000314,71.29999999998572,2024-01-26,8320,0.7301824,1,1715
8321,13546351.0,1,30.70000000000337,69.7999999999858,2024-01-27,8321,0.53758305,1,1268
8322,28364812.0,1,34.500000000003155,6.599999999989393,2024-07-08,8322,0.21869485,1,12
8323,19164984.0,1,4.200000000004877,-65.30000000000652,2024-03-23,8323,0.67001796,1,1058
8324,23947836.0,1,14.200000000004309,22.099999999988512,2024-06-18,8324,0.5076624,1,1058
8325,28925600.0,1,28.900000000003473,5.099999999989478,2024-06-15,8325,0.017329462,1,357
8326,22681630.0,1,20.400000000003956,106.09999999998377,2024-07-06,8326,0.36342368,1,3
8327,25231130.0,1,39.400000000002876,-7.800000000009788,2024-06-17,8327,0.85470706,1,255
8328,20449312.0,1,12.300000000004417,0.39999999998974545,2024-10-15,8328,0.6074404,1,291
8329,20636478.0,1,-23.399999999993554,16.599999999988825,2024-08-16,8329,0.01617671,1,1695
8330,13190501.0,1,63.6000000000015,-67.5000000000064,2024-04-06,8330,0.8793287,1,239
8331,26063462.0,1,-19.999999999993747,13.799999999988984,2024-01-16,8331,0.43806314,1,765
8332,6216010.5,1,29.10000000000346,107.99999999998363,2024-10-05,8332,0.9730041,1,801
8333,25320086.0,1,11.400000000004468,-15.600000000009345,2024-05-14,8333,0.4892661,1,0
8334,17153332.0,1,15.800000000004218,106.99999999998369,2024-01-26,8334,0.54353493,1,993
8335,4860812.5,1,46.90000000000245,94.99999999998437,2024-12-17,8335,0.7341307,1,1730
8336,11752470.0,1,36.50000000000304,72.69999999998564,2024-01-12,8336,0.85899717,1,4391
8337,7786223.5,1,58.90000000000177,95.99999999998431,2024-03-12,8337,0.6569666,1,337
8338,22464344.0,1,7.000000000004718,33.59999999998786,2024-05-12,8338,0.4457009,1,420
8339,22425210.0,1,5.800000000004786,-71.40000000000617,2024-04-15,8339,0.83186203,1,161
8340,18267338.0,1,55.50000000000196,-113.90000000000376,2024-08-07,8340,0.39550686,1,845
8341,27532268.0,1,21.800000000003877,-14.700000000009396,2024-06-25,8341,0.018773654,1,218
8342,4259196.0,1,70.00000000000114,-48.60000000000747,2024-10-08,8342,0.4152287,1,1579
8343,21430416.0,1,29.200000000003456,116.49999999998317,2024-05-12,8343,0.95382446,1,12
8344,3428442.8,1,52.40000000000214,62.29999999998623,2024-01-22,8344,0.901112,1,218
8345,8864782.0,1,47.10000000000244,64.5999999999861,2024-09-25,8345,0.95782375,1,124
8346,24279484.0,1,38.60000000000292,125.79999999998262,2024-06-09,8346,0.61462224,1,133
8347,17207054.0,1,35.30000000000311,105.09999999998377,2024-04-16,8347,0.9123993,1,2197
8348,2556268.5,1,69.20000000000118,159.19999999998072,2024-10-05,8348,0.99004865,1,21
8349,22312946.0,1,-13.999999999994088,-50.800000000007344,2024-12-18,8349,0.73010087,1,241
8350,18930860.0,1,71.00000000000108,-40.20000000000795,2024-08-22,8350,0.61320204,1,3055
8351,21836238.0,1,1.000000000005059,38.99999999998755,2024-01-18,8351,0.41917455,1,236
8352,21290888.0,1,-19.699999999993764,-49.00000000000745,2024-08-29,8352,0.074573696,1,654
8353,15869136.0,1,-10.09999999999431,-73.10000000000608,2024-04-26,8353,0.9238066,1,356
8354,19641542.0,1,-3.499999999994685,140.09999999998183,2024-10-12,8354,0.73650837,1,375
8355,21320392.0,1,19.500000000004007,-5.700000000009908,2024-10-08,8355,0.25735363,1,317
8356,16316890.0,1,-14.899999999994037,-62.80000000000666,2024-05-23,8356,0.16697751,1,254
8357,20765590.0,1,-13.699999999994105,15.399999999988893,2024-07-23,8357,0.025176069,1,1568
8358,25903330.0,1,-25.499999999993435,-55.700000000007066,2024-02-08,8358,0.64269274,1,271
8359,28208498.0,1,25.60000000000366,59.09999999998641,2024-06-02,8359,0.05893004,1,17
8360,24886224.0,1,42.5000000000027,19.599999999988654,2024-06-24,8360,0.33976912,1,1587
8361,14797622.0,1,-1.3999999999948045,10.099999999989194,2024-08-28,8361,0.87260425,1,80
8362,24370142.0,1,15.900000000004212,6.099999999989421,2024-05-13,8362,0.7903224,1,471
8363,15616305.0,1,-3.6999999999946738,136.89999999998201,2024-02-15,8363,0.96875596,1,2692
8364,3532331.0,1,65.70000000000138,161.99999999998056,2024-02-19,8364,0.63551044,1,512
8365,23455010.0,1,48.50000000000236,43.29999999998731,2024-06-14,8365,0.16802754,1,115
8366,25432706.0,1,10.800000000004502,-0.9000000000101807,2024-04-15,8366,0.29001424,1,180
8367,26969794.0,1,31.300000000003337,-7.300000000009817,2024-08-03,8367,0.05782144,1,2104
8368,23229164.0,1,51.200000000002206,20.299999999988614,2024-05-25,8368,0.6492535,1,232
8369,13688120.0,1,8.400000000004638,-6.100000000009885,2024-03-12,8369,0.8837871,1,332
8370,533715.75,1,65.10000000000142,160.49999999998067,2024-11-25,8370,0.2840886,1,424
8371,18547754.0,1,37.500000000002984,35.29999999998776,2024-09-29,8371,0.0386128,1,905
8372,19961746.0,1,49.40000000000231,74.69999999998552,2024-09-03,8372,0.30382836,1,745
8373,15214816.0,1,-15.499999999994003,166.8999999999803,2024-07-04,8373,0.37798813,1,469
8374,9401105.0,1,48.50000000000236,-115.50000000000367,2024-03-10,8374,0.7887824,1,1466
8375,20642588.0,1,-7.699999999994446,-79.40000000000572,2024-05-29,8375,0.21376835,1,14
8376,18158990.0,1,-2.5999999999947363,21.999999999988518,2024-09-02,8376,0.6343014,1,519
8377,24166788.0,1,15.40000000000424,50.79999999998688,2024-09-18,8377,0.42537752,1,774
8378,9243179.0,1,31.100000000003348,30.39999999998804,2024-01-26,8378,0.4618161,1,8
8379,21215562.0,1,-13.899999999994094,19.69999999998865,2024-05-19,8379,0.0756375,1,1281
8380,12629637.0,1,-7.599999999994452,29.49999999998809,2024-04-08,8380,0.77671945,1,1676
8381,21279270.0,1,13.200000000004366,0.899999999989717,2024-10-04,8381,0.5752433,1,276
8382,15727395.0,1,24.600000000003718,117.29999999998313,2024-02-20,8382,0.61541504,1,274
8383,26400460.0,1,45.90000000000251,104.39999999998383,2024-05-30,8383,0.25587416,1,1338
8384,17568972.0,1,-29.09999999999323,22.699999999988478,2024-04-13,8384,0.36595917,1,1302
8385,25041524.0,1,30.500000000003382,12.599999999989052,2024-03-29,8385,0.01740648,1,642
8386,17132252.0,1,47.10000000000244,2.6999999999896147,2024-05-20,8386,0.7919848,1,177
8387,20828250.0,1,-15.299999999994014,37.09999999998766,2024-07-31,8387,0.19516288,1,1329
8388,10431907.0,1,66.20000000000135,-145.40000000000197,2024-08-20,8388,0.8056948,1,144
8389,2161092.8,1,62.90000000000154,165.2999999999804,2024-07-01,8389,0.99310124,1,326
8390,22583692.0,1,33.90000000000319,83.799999999985,2024-09-07,8390,0.34876558,1,5143
8391,1531328.8,1,60.700000000001666,168.09999999998024,2024-01-09,8391,0.5088409,1,389
8392,23056456.0,1,10.100000000004542,9.899999999989205,2024-03-19,8392,0.5692768,1,530
8393,13818517.0,1,44.700000000002575,131.49999999998226,2024-02-21,8393,0.20953664,1,319
8394,12931084.0,1,51.900000000002166,89.99999999998465,2024-09-25,8394,0.524415,1,1733
8395,11114478.0,1,-37.099999999992775,146.0999999999815,2024-08-13,8395,0.65637827,1,358
8396,16046911.0,1,4.0000000000048885,102.59999999998394,2024-02-20,8396,0.9388737,1,337
8397,19883826.0,1,61.70000000000161,-115.20000000000368,2024-07-04,8397,0.6692483,1,156
8398,12702877.0,1,39.30000000000288,-89.70000000000513,2024-02-03,8398,0.57678014,1,194
8399,24217428.0,1,-1.5999999999947931,38.29999999998759,2024-10-17,8399,0.60863334,1,590
8400,23381730.0,1,36.50000000000304,55.39999999998662,2024-08-17,8400,0.17674299,1,1207
8401,24430332.0,1,17.50000000000412,38.399999999987585,2024-05-10,8401,0.18716465,1,299
8402,13637305.0,1,-28.799999999993247,144.49999999998158,2024-04-29,8402,0.49162957,1,139
8403,21699674.0,1,-6.099999999994537,-54.300000000007145,2024-11-21,8403,0.7336293,1,249
8404,23911744.0,1,-9.799999999994327,-47.70000000000752,2024-09-03,8404,0.4349614,1,318
8405,27716174.0,1,68.20000000000124,-33.30000000000834,2024-07-10,8405,0.5128498,1,1511
8406,2391411.2,1,55.100000000001984,76.39999999998543,2024-11-18,8406,0.812041,1,103
8407,17861326.0,1,8.300000000004644,27.999999999988177,2024-07-28,8407,0.7203172,1,420
8408,17043246.0,1,55.70000000000195,106.49999999998374,2024-04-12,8408,0.91777015,1,865
8409,13063956.0,1,31.200000000003342,40.89999999998744,2024-11-24,8409,0.20652601,1,613
8410,27281526.0,1,47.90000000000239,-116.00000000000364,2024-05-12,8410,0.11500826,1,1366
8411,13958248.0,1,34.10000000000318,100.0999999999841,2024-11-18,8411,0.6511272,1,4369
8412,20746238.0,1,17.100000000004144,102.79999999998392,2024-05-18,8412,0.9189466,1,216
8413,23082144.0,1,74.90000000000086,-29.200000000008572,2024-04-30,8413,0.008656306,1,2276
8414,25092612.0,1,30.600000000003376,37.09999999998766,2024-04-03,8414,0.12599759,1,853
8415,17231814.0,1,-12.39999999999418,-68.80000000000632,2024-05-08,8415,0.7590417,1,202
8416,25543886.0,1,33.00000000000324,-1.9000000000101238,2024-03-31,8416,0.28853095,1,1370
8417,20226352.0,1,34.90000000000313,115.19999999998322,2024-04-01,8417,0.6015987,1,60
8418,13324837.0,1,-1.899999999994776,-57.20000000000698,2024-03-03,8418,0.9814847,1,72
8419,14432165.0,1,32.30000000000328,92.09999999998456,2024-01-29,8419,0.723218,1,4813
8420,16126963.0,1,29.200000000003456,107.69999999998367,2024-07-28,8420,0.95180726,1,1260
8421,19528066.0,1,-0.9999999999948272,19.399999999988665,2024-01-12,8421,0.6629214,1,339
8422,30060284.0,1,-21.19999999999368,22.099999999988512,2024-11-28,8422,0.032921854,1,1115
8423,9342595.0,1,50.500000000002245,-99.0000000000046,2024-10-23,8423,0.3483306,1,271
8424,12842338.0,1,2.7000000000049624,-53.20000000000721,2024-05-09,8424,0.8836124,1,187
8425,13140605.0,1,44.10000000000261,23.799999999988415,2024-10-19,8425,0.020799771,1,116
8426,16745133.0,1,46.100000000002495,0.7999999999897227,2024-06-21,8426,0.75315976,1,220
8427,14416102.0,1,51.400000000002194,57.09999999998652,2024-07-26,8427,0.5455831,1,236
8428,2658977.0,1,48.50000000000236,-2.300000000010101,2024-01-24,8428,0.9220442,1,52
8429,13854098.0,1,72.60000000000099,-29.800000000008538,2024-04-08,8429,0.6643041,1,2310
8430,30255132.0,1,-19.499999999993776,125.39999999998264,2024-12-21,8430,0.08724605,1,225
8431,22358596.0,1,4.800000000004843,26.999999999988233,2024-05-18,8431,0.4755926,1,672
8432,17141404.0,1,17.600000000004115,120.99999999998289,2024-11-09,8432,0.41344485,1,1248
8433,27642860.0,1,39.600000000002865,-107.00000000000415,2024-06-22,8433,0.2619315,1,2503
8434,21156744.0,1,18.100000000004087,-1.4000000000101522,2024-01-29,8434,0.02481282,1,306
8435,,1,44.2000000000026,-82.70000000000553,2024-05-22,8435,,1,175
8436,14975097.0,1,34.40000000000316,-111.3000000000039,2024-11-11,8436,0.025615327,1,2037
8437,0.0,1,67.1000000000013,21.09999999998857,2024-12-16,8437,0.96364015,1,323
8438,9836592.0,1,-1.2999999999948102,-71.90000000000614,2024-02-11,8438,0.95524645,1,158
8439,18229362.0,1,4.800000000004843,23.499999999988432,2024-10-25,8439,0.8329882,1,552
8440,22383288.0,1,20.900000000003928,-76.50000000000588,2024-07-26,8440,0.5014056,1,111
8441,348355.06,1,64.90000000000143,82.69999999998504,2024-11-25,8441,0.8413114,1,26
8442,21131764.0,1,-8.899999999994378,20.499999999988603,2024-07-10,8442,0.41316414,1,971
8443,29237502.0,1,35.30000000000311,63.399999999986164,2024-06-08,8443,0.033765316,1,787
8444,25062730.0,1,12.300000000004417,78.09999999998536,2024-03-04,8444,0.09148996,1,530
8445,15228452.0,1,55.600000000001955,52.79999999998677,2024-08-30,8445,0.24941152,1,104
8446,12704623.0,1,13.30000000000436,107.8999999999836,2024-09-14,8446,0.94145834,1,235
8447,24915282.0,1,51.00000000000222,-84.30000000000544,2024-05-31,8447,0.64727473,1,96
8448,20724612.0,1,2.900000000004951,102.99999999998391,2024-08-02,8448,0.8730869,1,43
8449,12784366.0,1,34.70000000000314,54.79999999998665,2024-11-17,8449,0.060674846,1,724
8450,13622509.0,1,27.800000000003536,96.99999999998425,2024-06-14,8450,0.9450964,1,2459
8451,0.0,1,83.0000000000004,-70.80000000000621,2024-01-31,8451,0.946887,1,186
8452,21191370.0,1,22.900000000003814,-15.100000000009373,2024-08-19,8452,0.50397897,1,217
8453,22438944.0,1,-31.599999999993088,129.0999999999824,2024-10-08,8453,0.16316107,1,102
8454,29501444.0,1,-27.099999999993344,133.59999999998217,2024-01-29,8454,0.04428837,1,379
8455,19009682.0,1,-17.199999999993906,-67.5000000000064,2024-07-13,8455,0.12326331,1,3849
8456,31546564.0,1,-29.399999999993213,126.89999999998258,2024-11-29,8456,0.28239167,1,223
8457,24609054.0,1,21.90000000000387,-7.6000000000098,2024-09-12,8457,0.016157372,1,338
8458,11816691.0,1,50.700000000002234,42.999999999987324,2024-10-07,8458,0.52208704,1,105
8459,5527711.5,1,49.00000000000233,24.499999999988376,2024-10-30,8459,0.83357847,1,301
8460,0.0,1,72.80000000000098,91.2999999999846,2024-11-16,8460,0.95159477,1,21
8461,18697624.0,1,8.20000000000465,-75.90000000000592,2024-11-18,8461,0.5885589,1,75
8462,4930997.0,1,45.600000000002524,-112.50000000000384,2024-12-11,8462,0.8763761,1,1631
8463,22064438.0,1,11.00000000000449,21.299999999988557,2024-10-20,8463,0.61938184,1,458
8464,23146132.0,1,40.40000000000282,76.59999999998541,2024-03-27,8464,0.78652316,1,3889
8465,13646917.0,1,-15.89999999999398,-54.40000000000714,2024-05-28,8465,0.71074635,1,547
8466,16778550.0,1,18.90000000000404,3.5999999999895635,2024-09-05,8466,0.48534766,1,460
8467,20437228.0,1,6.000000000004775,47.79999999998705,2024-11-16,8467,0.32440957,1,160
8468,15829595.0,1,5.800000000004786,-6.100000000009885,2024-10-09,8468,0.6761908,1,186
8469,19115994.0,1,14.100000000004314,-15.400000000009356,2024-12-27,8469,0.20743883,1,42
8470,18900148.0,1,-16.399999999993952,36.799999999987676,2024-07-16,8470,0.048613206,1,287
8471,24840222.0,1,-25.799999999993418,141.9999999999817,2024-02-13,8471,0.21252616,1,108
8472,467392.7,1,61.8000000000016,95.49999999998431,2024-12-21,8472,0.93120533,1,450
8473,16919782.0,1,18.20000000000408,19.899999999988637,2024-01-28,8473,0.7455742,1,393
8474,14372911.0,1,32.30000000000328,-2.1000000000101124,2024-01-17,8474,0.2278452,1,1100
8475,17252362.0,1,-2.199999999994759,-71.0000000000062,2024-05-06,8475,0.85636026,1,112
8476,24343538.0,1,61.8000000000016,-73.50000000000605,2024-06-16,8476,0.6047615,1,595
8477,20201112.0,1,14.400000000004297,37.59999999998763,2024-08-31,8477,0.53615457,1,1006
8478,23072706.0,1,5.800000000004786,10.799999999989154,2024-03-16,8478,0.6464235,1,1187
8479,13064369.0,1,-6.699999999994503,144.99999999998153,2024-08-18,8479,0.931517,1,1216
8480,18394808.0,1,52.00000000000216,62.29999999998623,2024-07-22,8480,0.50514835,1,240
8481,10204435.0,1,57.900000000001825,55.49999999998661,2024-09-04,8481,0.6353173,1,126
8482,11515695.0,1,46.100000000002495,-72.30000000000612,2024-10-28,8482,0.21282612,1,83
8483,19847626.0,1,51.70000000000218,58.19999999998646,2024-08-01,8483,0.33493906,1,383
8484,23880668.0,1,41.60000000000275,-103.40000000000435,2024-08-02,8484,0.42908254,1,1296
8485,24451872.0,1,49.800000000002285,99.0999999999841,2024-06-06,8485,0.7252135,1,1928
8486,20809512.0,1,25.900000000003644,65.29999999998606,2024-03-09,8486,0.7013322,1,333
8487,19610152.0,1,48.50000000000236,132.0999999999823,2024-03-25,8487,0.023247767,1,111
8488,11021887.0,1,59.80000000000172,-70.30000000000624,2024-09-23,8488,0.36465546,1,144
8489,8422165.0,1,52.40000000000214,28.79999999998813,2024-03-09,8489,0.3503439,1,129
8490,18599074.0,1,51.10000000000221,17.099999999988796,2024-04-08,8490,0.5443375,1,123
8491,124719.49,1,66.60000000000133,-134.70000000000258,2024-12-12,8491,0.94413656,1,239
8492,10776135.0,1,62.40000000000157,176.59999999997973,2024-08-03,8492,0.97280884,1,7
8493,17467370.0,1,-16.79999999999393,-53.800000000007174,2024-06-09,8493,0.47389013,1,706
8494,20932318.0,1,43.800000000002626,70.69999999998575,2024-04-03,8494,0.60366696,1,358
8495,28153428.0,1,30.800000000003365,41.99999999998738,2024-06-22,8495,0.015343303,1,411
8496,28381114.0,1,35.400000000003104,-114.40000000000373,2024-06-13,8496,0.43591508,1,1005
8497,19471164.0,1,-3.799999999994668,-44.300000000007714,2024-04-24,8497,0.5584429,1,40
8498,22478750.0,1,45.30000000000254,126.69999999998254,2024-08-07,8498,0.4924549,1,166
8499,10369324.0,1,36.40000000000305,126.59999999998257,2024-01-31,8499,0.6683283,1,50
8500,20772.168,1,68.40000000000123,86.99999999998482,2024-01-11,8500,0.94321144,1,113
8501,26033680.0,1,-26.499999999993378,143.69999999998163,2024-12-08,8501,0.3930419,1,176
8502,20819298.0,1,-17.599999999993884,28.79999999998813,2024-05-09,8502,0.033440635,1,807
8503,6193639.0,1,26.600000000003604,65.79999999998603,2024-04-14,8503,0.81078243,1,626
8504,24101796.0,1,-23.09999999999357,24.899999999988353,2024-01-27,8504,0.6557746,1,1022
8505,13918909.0,1,63.500000000001506,177.59999999997967,2024-08-14,8505,0.7716318,1,59
8506,3613843.0,1,43.20000000000266,-123.40000000000322,2024-01-02,8506,0.71433926,1,224
8507,4362207.5,1,40.7000000000028,32.599999999987915,2024-12-24,8507,0.8977635,1,1564
8508,19228262.0,1,-4.599999999994623,32.69999999998791,2024-04-10,8508,0.723558,1,1194
8509,5876233.0,1,42.10000000000272,-79.50000000000571,2024-01-21,8509,0.6655116,1,479
8510,2673265.5,1,61.600000000001614,60.399999999986335,2024-02-27,8510,0.95853645,1,195
8511,29110372.0,1,41.10000000000278,-1.0231815394945443e-11,2024-06-28,8511,0.3013163,1,410
8512,20964678.0,1,-9.499999999994344,34.99999999998778,2024-12-06,8512,0.81553733,1,1696
8513,0.0,1,75.30000000000084,-37.10000000000812,2024-12-14,8513,0.8880442,1,2790
8514,5951478.5,1,25.80000000000365,106.19999999998373,2024-01-20,8514,0.91713136,1,1179
8515,23400520.0,1,-13.299999999994128,49.299999999986966,2024-09-11,8515,0.0998778,1,373
8516,18917522.0,1,24.300000000003735,-106.2000000000042,2024-11-12,8516,0.008556784,1,1753
8517,18668504.0,1,0.10000000000511022,-70.80000000000621,2024-02-07,8517,0.805361,1,276
8518,17635648.0,1,-22.699999999993594,17.999999999988745,2024-05-27,8518,0.09031158,1,1490
8519,15529246.0,1,-12.299999999994185,-71.70000000000616,2024-01-25,8519,0.9652319,1,1143
8520,5904807.0,1,-30.999999999993122,-54.70000000000712,2024-04-30,8520,0.8610145,1,138
8521,20074060.0,1,20.200000000003968,4.499999999989512,2024-01-26,8521,0.25700462,1,516
8522,23976812.0,1,55.800000000001944,64.5999999999861,2024-06-17,8522,0.18333165,1,151
8523,13266184.0,1,-31.19999999999311,151.19999999998117,2024-11-18,8523,0.89054054,1,700
8524,17396742.0,1,-2.8999999999947192,102.79999999998392,2024-08-12,8524,0.6645191,1,63
8525,16000115.0,1,30.00000000000341,97.89999999998417,2024-01-01,8525,0.042416234,1,4307
8526,21143722.0,1,-4.799999999994611,-68.60000000000633,2024-11-02,8526,0.9134466,1,106
8527,20650960.0,1,41.200000000002774,-84.70000000000542,2024-09-17,8527,0.04356203,1,221
8528,0.0,1,69.80000000000115,90.39999999998463,2024-01-13,8528,0.37891963,1,471
8529,21512000.0,1,-41.79999999999251,-73.40000000000606,2024-02-17,8529,0.30731675,1,17
8530,20503208.0,1,18.90000000000404,50.4999999999869,2024-11-08,8530,0.01203952,1,296
8531,7127626.0,1,43.50000000000264,77.79999999998535,2024-10-17,8531,0.65638506,1,582
8532,1556652.0,1,54.10000000000204,132.29999999998222,2024-11-27,8532,0.93019694,1,202
8533,19333912.0,1,-14.399999999994066,17.19999999998879,2024-04-03,8533,0.8147184,1,1511
8534,12141480.0,1,61.400000000001626,44.59999999998723,2024-09-17,8534,0.45662224,1,128
8535,13209730.0,1,39.10000000000289,59.89999999998636,2024-10-04,8535,0.3863308,1,120
8536,688844.8,1,59.80000000000172,38.1999999999876,2024-12-24,8536,0.93673515,1,139
8537,23544556.0,1,41.40000000000276,60.69999999998632,2024-07-23,8537,0.29841208,1,100
8538,16945726.0,1,18.40000000000407,79.79999999998523,2024-07-03,8538,0.9507618,1,180
8539,28388436.0,1,66.60000000000133,156.99999999998084,2024-06-23,8539,0.14429897,1,283
8540,20473694.0,1,-9.39999999999435,-77.70000000000582,2024-11-04,8540,0.80417734,1,4338
